lambda,hst.ACS_update_sep07.wfc_f435w_t81.dat,hst.ACS_update_sep07.wfc_f475w_t81.dat,hst.ACS_update_sep07.wfc_f606w_t81.dat,hst.ACS_update_sep07.wfc_f775w_t81.dat,hst.ACS_update_sep07.wfc_f814w_t81.dat,F090W_JWST,hst.wfc3.IR.f105w.dat,F115W_JWST,hst.wfc3.IR.f125w.dat,hst.wfc3.IR.f140w.dat,F150W_JWST,hst.wfc3.IR.f160w.dat,F200W_JWST,F277W_JWST,F356W_JWST,F410M_JWST,F444W_JWST
13230,,,,,,3.30295774871473e-06,0.000105623,0.00021472508107142,0.9996835,0.994361,0.0682654440364876,0.0001021293,2.04741757303363e-06,,,,
13240,,,,,,3.00171322555086e-06,0.000105641,0.000187486997422802,0.999789,0.994829,0.0799538199205203,0.0001021511,1.93306884629213e-06,,,,
13250,,,,,,3.52451694470523e-06,0.000105659,0.000163638854865156,0.9998945,0.995503444444445,0.0942065258776538,0.000102171,1.90965107242214e-06,,,,
13260,,,,,,3.539447567982e-06,0.000105677,0.000143648320739594,1,0.996384333333333,0.108914888646554,0.000102189,1.9970456818039e-06,,,,
13270,,,,,,3.19034564347883e-06,0.000105695285714286,0.000126344260303706,0.999265,0.997265222222222,0.126571278819422,0.000102207,2.02683195250735e-06,,,,
13280,,,,,,3.15278227200361e-06,0.000105713571428571,0.000111518950824825,0.99853,0.998146111111111,0.146000571128978,0.000102225,2.01387249903294e-06,,,,
13290,,,,,,3.35416451015751e-06,0.000105731857142857,9.79382697613236e-05,0.997795,0.999027,0.168018872046609,0.000102243,2.07787085321741e-06,,,,
13300,,,,,,3.32396547642296e-06,0.000105750142857143,8.690206860305e-05,0.99706,0.999243222222222,0.1915945397097,0.000102261,2.16729038101934e-06,,,,
13310,,,,,,2.95948506259727e-06,0.000105768428571429,7.73132116195375e-05,0.9948965,0.999459444444445,0.216578120964276,0.000102279,2.20678938084203e-06,,,,
13320,,,,,,2.95408458429544e-06,0.000105786714285714,6.91112998609702e-05,0.992733,0.999675666666667,0.241193946648457,0.000102297,2.06871816372541e-06,,,,
13330,,,,,,3.26922877689497e-06,0.000105805,6.16900468892051e-05,0.9905695,0.999891888888889,0.265725065250496,0.000102315,1.98170345837354e-06,,,,
13340,,,,,,3.57514162591452e-06,0.000105823285714286,5.53683915325943e-05,0.988406,0.999752222222222,0.289219923388962,0.000102333,2.00110936249433e-06,,,,
13350,,,,,,3.15384959932285e-06,0.000105841571428571,4.95893369911827e-05,0.9844195,0.999256666666667,0.309977185556896,0.0001023488,2.01477049839974e-06,,,,
13360,,,,,,3.09757511878568e-06,0.000105859857142857,4.45330021544308e-05,0.980433,0.998761111111111,0.328156785908809,0.0001023624,2.08740910672382e-06,,,,
13370,,,,,,3.51128328460295e-06,0.000105874571428571,4.01476586814456e-05,0.9764465,0.998265555555556,0.3433767550992,0.000102376,2.12084871872958e-06,,,,
13380,,,,,,3.75922058938468e-06,0.000105885714285714,3.63225355980376e-05,0.97246,0.99777,0.355862303102432,0.0001023896,2.08768886947397e-06,,,,
13390,,,,,,3.69383208951933e-06,0.000105896857142857,3.28976175644134e-05,0.968329,0.996107555555556,0.365114198016482,0.0001024032,2.10263286188973e-06,,,,
13400,,,,,,3.29728164911108e-06,0.000105908,2.98868908772628e-05,0.964198,0.994445111111111,0.371947780853645,0.0001023961,2.13721682755582e-06,,,,
13410,,,,,,3.14433206596162e-06,0.000105875714285714,2.73525834266704e-05,0.960067,0.992782666666667,0.376699637619351,0.0001023683,2.14058030679861e-06,,,,
13420,,,,,,3.31380413663527e-06,0.000105843428571429,2.51700612511444e-05,0.955936,0.991120222222222,0.379845315108236,0.0001023405,2.20631239167077e-06,,,,
13430,,,,,,3.41626769805845e-06,0.000105811142857143,2.32317697395093e-05,0.953706,0.989557444444444,0.382442490113377,0.0001023127,2.36804043824303e-06,,,,
13440,,,,,,3.70588172803623e-06,0.000105775285714286,2.15557545289486e-05,0.951476,0.988094333333333,0.384996296313973,0.0001022849,2.38165678862973e-06,,,,
13450,,,,,,3.30860547899881e-06,0.000105735857142857,1.97830688327048e-05,0.949246,0.986631222222222,0.384736294014451,0.0001022527,2.23845397180072e-06,,,,
13460,,,,,,3.15961167027562e-06,0.000105696428571429,1.7966585679848e-05,0.947016,0.985168111111111,0.38642707839692,0.0001022161,2.21860083239643e-06,,,,
13470,,,,,,3.69099852574556e-06,0.000105657,1.66223506461872e-05,0.9477615,0.983705,0.38823626642409,0.0001021795,2.30160846005913e-06,,,,
13480,,,,,,3.51489575046994e-06,0.000105620714285714,1.53736085664138e-05,0.948507,0.983756777777778,0.388843869260317,0.0001021429,2.40390045847384e-06,,,,
13490,,,,,,3.08691716390784e-06,0.000105584428571429,1.4080955463262e-05,0.9492525,0.983808555555555,0.390001980089862,0.0001021063,2.54156893517128e-06,,,,
13500,,,,,,3.31564651067844e-06,0.000105548142857143,1.27634964709648e-05,0.949998,0.983860333333333,0.391003071631433,0.0001020745,2.50299553458686e-06,,,,
13510,,,,,,3.723481676259e-06,0.000105516857142857,1.19740132370832e-05,0.95255375,0.983912111111111,0.39251278612538,0.0001020475,2.33564602281947e-06,,,,
13520,,,,,,3.64883132556888e-06,0.000105490571428571,1.1153845236021e-05,0.9551095,0.984604,0.39294968680176,0.0001020205,2.3341620921627e-06,,,,
13530,,,,,,3.87692767469123e-06,0.000105464285714286,1.05081042936784e-05,0.95766525,0.985936,0.393477326485805,0.0001019935,2.53283801061443e-06,,,,
13540,,,,,,3.37559537368492e-06,0.000105438,9.42629855230714e-06,0.960221,0.987268,0.394406196568849,0.0001019665,2.46642359209729e-06,,,,
13550,,,,,,3.12109570478132e-06,0.000105412857142857,9.0725363026823e-06,0.96296825,0.9886,0.393893704920295,0.0001019324,2.33129676436863e-06,,,,
13560,,,,,,3.71560537385831e-06,0.000105387714285714,8.50523103248712e-06,0.9657155,0.989932,0.394387323119591,0.0001018912,2.41861554710035e-06,,,,
13570,,,,,,3.76058021179198e-06,0.000105362571428571,8.0869497164143e-06,0.96846275,0.990153777777778,0.394276618916968,0.00010185,2.41898742448732e-06,,,,
13580,,,,,,3.7660552891058e-06,0.000105306571428571,7.65652293719907e-06,0.97121,0.990375555555556,0.39388282800241,0.0001018088,2.40619771463139e-06,,,,
13590,,,,,,3.48424118289676e-06,0.000105219714285714,6.96785898477837e-06,0.97251125,0.990597333333333,0.393684645321988,0.0001017676,2.66107536999189e-06,,,,
13600,,,,,,3.21154379670114e-06,0.000105132857142857,6.41578548287943e-06,0.9738125,0.990819111111111,0.393171282972387,0.000106053400000002,2.87793317186746e-06,,,,
13610,,,,,,3.1873229094696e-06,0.000105046,5.99711988499099e-06,0.97511375,0.990815777777778,0.39248165168762,0.0001146662,2.7041358985361e-06,,,,
13620,,,,,,3.65952304651959e-06,0.000104826857142857,5.74189945619237e-06,0.976415,0.990587333333333,0.39173366926112,0.000123279000000002,2.54890050109109e-06,,,,
13630,,,,,,3.43441351351806e-06,0.000104607714285714,5.7867249430998e-06,0.976325,0.990358888888889,0.390850517809786,0.0001318918,2.50760119674746e-06,,,,
13640,,,,,,3.48410561830746e-06,0.000104388571428571,5.29372238527997e-06,0.976235,0.990130444444444,0.39120605221288,0.000140504600000002,2.4384834268026e-06,,,,
13650,,,,,,3.46886465046975e-06,0.000104167285714286,5.2832055442338e-06,0.976145,0.989902,0.391823196497048,0.0001849518,2.44965463154619e-06,,,,
13660,,,,,,3.2560873478852e-06,0.000103943857142857,4.75448670963219e-06,0.976055,0.987977555555555,0.391581567544618,0.000265233400000015,2.55367564645335e-06,,,,
13670,,,,,,3.53849542241263e-06,0.000103720428571429,4.65348667299691e-06,0.97525925,0.986053111111111,0.390495489631639,0.000345515,2.47087962882861e-06,,,,
13680,,,,,,3.39950276201668e-06,0.000103497,4.65398898919439e-06,0.9744635,0.984128666666666,0.390432148471787,0.000425796600000015,2.37615386899935e-06,,,,
13690,,,,,,3.3263991582218e-06,0.000103273857142857,4.92270085414414e-06,0.97366775,0.982204222222222,0.391128487503033,0.0005060782,2.45205913642351e-06,,,,
13700,,,,,,3.4884934815664e-06,0.000103050714285714,4.752675293846e-06,0.972872,0.980139777777777,0.391106991267193,0.000612475100000024,2.59870688352373e-06,,,,
13710,,,,,,3.53200324479379e-06,0.000102827571428571,4.57493658831201e-06,0.971096,0.977935333333333,0.391919284955622,0.0007449873,2.63929854352107e-06,,,,
13720,,,,,,3.36523463132969e-06,0.000102604571428571,4.82291778723004e-06,0.96932,0.975730888888888,0.391596597879402,0.000877499500000024,2.59940647347323e-06,,,,
13730,,,,,,3.44869601150289e-06,0.000102381714285714,4.73558444790313e-06,0.967544,0.973526444444444,0.390816691721891,0.0010100117,2.66959045729152e-06,,,,
13740,,,,,,3.32202243482866e-06,0.000102158857142857,4.58065534988629e-06,0.965767999999999,0.971322,0.390795582047934,0.00114252390000002,2.68478940709391e-06,,,,
13750,,,,,,3.39342265871929e-06,0.000101936,3.74622754180939e-06,0.9623825,0.968828222222222,0.390707230455248,0.001411423,2.69289099760789e-06,,,,
13760,,,,,,3.86376571026523e-06,0.000101714,3.95375491216384e-06,0.958996999999999,0.966334444444444,0.390776590449488,0.00181670900000007,2.72338810849426e-06,,,,
13770,,,,,,4.07398927805563e-06,0.000101492,3.9962109592923e-06,0.9556115,0.963840666666667,0.390598076741428,0.002221995,2.80179099375206e-06,,,,
13780,,,,,,3.92499698257264e-06,0.00010127,4.34623828295929e-06,0.952225999999999,0.961346888888888,0.390606284514705,0.00262728100000007,2.75219791768796e-06,,,,
13790,,,,,,3.47129728785497e-06,0.000101069142857143,4.1675472724316e-06,0.94636775,0.959145,0.390157172698475,0.003032567,2.75384521369779e-06,,,,
13800,,,,,,3.47464735470054e-06,0.000100889428571429,3.68724218690712e-06,0.940509499999999,0.957235,0.389607133848298,0.0037735490000002,2.73859891185999e-06,,,,
13810,,,,,,3.92136364353315e-06,0.000100709714285714,3.80355400643392e-06,0.93465125,0.955325,0.388957684920841,0.004850227,2.69301834537888e-06,,,,
13820,,,,,,3.81039369936874e-06,0.00010053,3.85243320314386e-06,0.928792999999999,0.953415,0.389222008157725,0.0059269050000002,2.74689550348616e-06,,,,
13830,,,,,,3.58254242658375e-06,0.000100642285714286,4.02780380544214e-06,0.92456175,0.951505,0.390150882231774,0.007003583,2.75439143720483e-06,,,,
13840,,,,,,3.86301844132019e-06,0.000100754571428571,3.72133430958978e-06,0.920330499999999,0.952354111111111,0.389506813814287,0.0080802610000002,2.73391854852164e-06,,,,
13850,,,,,,3.6326257960144e-06,0.000100866857142857,3.63474389396218e-06,0.91609925,0.953203222222222,0.389322255582691,0.01074952,2.73166622644177e-06,,,,
13860,,,,,,3.63633769949346e-06,0.000101041142857143,3.55031107402606e-06,0.911868,0.954052333333333,0.389562868910654,0.0150113600000008,2.73191286492954e-06,,,,
13870,,,,,,3.89214687321491e-06,0.000101277428571429,3.41652759640576e-06,0.91438725,0.954901444444445,0.389323203595998,0.0192732,2.59841705636022e-06,,,,
13880,,,,,,3.31921108814145e-06,0.000101513714285714,3.18170195696837e-06,0.916906500000001,0.956106888888889,0.388418245673398,0.0235350400000008,2.52679238193037e-06,,,,
13890,,,,,,3.27638752772816e-06,0.00010175,2.92725828637253e-06,0.91942575,0.957668666666667,0.388955120475944,0.02779688,2.50684956740319e-06,,,,
13900,,,,,,3.69680820501292e-06,0.000101987142857143,2.83047656684568e-06,0.921944999999999,0.959230444444445,0.389833985508717,0.0403367200000038,2.45913777218981e-06,,,,
13910,,,,,,3.70733616901503e-06,0.000102224285714286,2.9791390761534e-06,0.9186845,0.960792222222222,0.390132875534897,0.06115456,2.41436576630118e-06,,,,
13920,,,,,,3.74575878948678e-06,0.000102461428571429,3.14035232727538e-06,0.915423999999999,0.962354,0.38995624765505,0.0819724000000038,2.47544595653329e-06,,,,
13930,,,,,,3.80272243193192e-06,0.000102699142857143,3.03562962307207e-06,0.9121635,0.964344888888889,0.390900165448191,0.10279024,2.52949486188974e-06,,,,
13940,,,,,,3.84249714951275e-06,0.000102937428571429,3.01895470085984e-06,0.90890299999999,0.966335777777778,0.39095007688243,0.123608080000004,2.51582352907044e-06,,,,
13950,,,,,,3.95441427335921e-06,0.000103175714285714,2.9576391290003e-06,0.85213125,0.968326666666667,0.391821324637304,0.170231,2.40776911487125e-06,,,,
13960,,,,,,3.93596949263967e-06,0.000103414,2.56442549525837e-06,0.79535949999999,0.970317555555556,0.392362956247023,0.242659000000013,2.36991514333006e-06,,,,
13970,,,,,,3.5658479643171e-06,0.000103642571428571,2.40932072027126e-06,0.73858775,0.972277555555556,0.392977302695962,0.315087,2.45989017920747e-06,,,,
13980,,,,,,3.68112302226995e-06,0.000103871142857143,2.53444404048231e-06,0.681815999999983,0.974206666666667,0.3944436746942,0.387515000000013,2.47746614607822e-06,,,,
13990,,,,,,3.95816739174142e-06,0.000104099714285714,2.93176415989017e-06,0.58808775,0.976135777777778,0.394696705321074,0.459943,2.44009503852437e-06,,,,
14000,,,,,,3.86712707825918e-06,0.000104265857142857,3.06323551827629e-06,0.494359499999983,0.978064888888889,0.395221923489721,0.532367700000013,2.4427038454013e-06,,,,
14010,,,,,,3.87486242131302e-06,0.000104369571428571,3.11575605269191e-06,0.40063125,0.979994,0.396693734615401,0.6047891,2.57443167002655e-06,,,,
14020,,,,,,3.58281645425929e-06,0.000104473285714286,3.09984739799687e-06,0.30690299999999,0.981149333333333,0.397217411944882,0.677210500000013,2.67924711600887e-06,,,,
14030,,,,,,3.10395311975417e-06,0.000104577,3.24636442444986e-06,0.253687,0.982304666666667,0.397974802102741,0.7496319,2.69877531053685e-06,,,,
14040,,,,,,3.05046192343079e-06,0.000104645285714286,3.10825877393284e-06,0.20047099999999,0.98346,0.398860419521689,0.822053300000013,2.67371460672502e-06,,,,
14050,,,,,,3.36120781530574e-06,0.000104713571428571,3.13887141117568e-06,0.147255,0.984615333333333,0.399516858160599,0.8644646,2.48470106693232e-06,,,,
14060,,,,,,3.99880214401893e-06,0.000104781857142857,2.83563430989709e-06,0.0940389999999974,0.985668777777778,0.400837479094137,0.876865800000002,2.28478707371724e-06,,,,
14070,,,,,,3.78001204155424e-06,0.00010485,2.69740771053403e-06,0.0795645,0.986620333333333,0.401062716357688,0.889267,2.3067796853158e-06,,,,
14080,,,,,,3.14055059904485e-06,0.000104918,2.72517373688516e-06,0.06509,0.987571888888889,0.401309786794039,0.9016682,2.3691812175954e-06,,,,
14090,,,,,,3.25734044738165e-06,0.000104986,2.91814871198811e-06,0.0506155,0.988523444444444,0.402549042339777,0.9140694,2.43889712931894e-06,,,,
14100,,,,,,3.29949451018857e-06,0.000105054,2.98032874788279e-06,0.036141,0.989475,0.403257348532788,0.9203787,2.43191149260547e-06,,,,
14110,,,,,,3.70446338336362e-06,0.000105122,3.0257712544538e-06,0.02710575,0.990159,0.403094746099925,0.9205961,2.24641992070088e-06,,,,
14120,,,,,,3.41520236128164e-06,0.00010519,3.05396401228187e-06,0.0180705,0.990843,0.404572770486897,0.9208135,2.18802012414786e-06,,,,
14130,,,,,,2.99215498475828e-06,0.000105258,3.28195448591755e-06,0.00903525,0.991527,0.405433633688348,0.9210309,2.33959885372154e-06,,,,
14140,,,,,,3.83101064933247e-06,0.000105326,3.37265687310154e-06,0,0.992211,0.406579752103943,0.9212483,2.42147104078986e-06,,,,
14150,,,,,,4.04305788322396e-06,0.000105394,3.41542829058355e-06,0,0.992629111111111,0.406751615494672,0.9237173,2.48641330342626e-06,,,,
14160,,,,,,3.50501918196224e-06,0.000105462,3.17867035096125e-06,0,0.992781333333333,0.40762458811475,0.9284379,2.47523131802974e-06,,,,
14170,,,,,,3.32751936575391e-06,0.00010553,3.02592108551424e-06,0,0.992933555555556,0.408397109180937,0.9331585,2.51600486996072e-06,,,,
14180,,,,,,3.67448623101496e-06,0.000105577714285714,3.1688157831345e-06,0,0.993085777777778,0.408302100559208,0.9378791,2.57780975289719e-06,,,,
14190,,,,,,3.79060110153356e-06,0.000105625428571429,3.35402319682366e-06,,0.993238,0.409698504360272,0.9425997,2.58293551214055e-06,,,,
14200,,,,,,3.69433659288005e-06,0.000105673142857143,3.3671031382985e-06,,0.992984666666667,0.409781979304181,0.9484508,2.46797222442958e-06,,,,
14210,,,,,,3.26610663485201e-06,0.000105685857142857,3.06001388652865e-06,,0.992731333333333,0.410376851157267,0.9554324,2.30389588747787e-06,,,,
14220,,,,,,3.42308399957054e-06,0.000105663571428571,3.1937399407547e-06,,0.992478,0.411630180051021,0.962414,2.26386065668873e-06,,,,
14230,,,,,,3.74752927958139e-06,0.000105641285714286,3.32396396402658e-06,,0.992224666666667,0.412049767336187,0.9693956,2.38331421361325e-06,,,,
14240,,,,,,3.86612728383794e-06,0.000105619,3.17003174496964e-06,,0.991771,0.413016533049345,0.9763772,2.51787127213414e-06,,,,
14250,,,,,,3.51646963697532e-06,0.000105589857142857,2.94074015443785e-06,,0.991117,0.413013721136148,0.9815439,2.4651788923198e-06,,,,
14260,,,,,,3.48037484027388e-06,0.000105560714285714,2.59785567481085e-06,,0.990463,0.412658607049625,0.9848957,2.28558975734391e-06,,,,
14270,,,,,,3.75559225157357e-06,0.000105531571428571,2.74950641004018e-06,,0.989809,0.413759288043175,0.9882475,2.28168942397951e-06,,,,
14280,,,,,,3.34608770183446e-06,0.000105502285714286,2.85888167028979e-06,,0.989155,0.413872220237403,0.9915993,2.3539945507996e-06,,,,
14290,,,,,,3.67561974235725e-06,0.000105472857142857,3.00595513217621e-06,,0.988887,0.414375577845055,0.9949511,2.4190599107545e-06,,,,
14300,,,,,,3.67965489172628e-06,0.000105443428571429,2.91051326656469e-06,,0.988619,0.416166506733458,0.99669,2.42635302742368e-06,,,,
14310,,,,,,3.50448553240693e-06,0.000105414,3.15436052220385e-06,,0.988351,0.416463238557597,0.996816,2.42320668827659e-06,,,,
14320,,,,,,3.41846760843431e-06,0.000105384571428571,3.36629346721674e-06,,0.988083,0.41679840124956,0.996942,2.46686360005559e-06,,,,
14330,,,,,,3.67368840810452e-06,0.000105355142857143,3.33630500465906e-06,,0.987877,0.416199569894577,0.997068,2.56576574576478e-06,,,,
14340,,,,,,3.2325984593158e-06,0.000105325714285714,3.11329269553175e-06,,0.987733,0.416720643123071,0.997194,2.57445965364165e-06,,,,
14350,,,,,,3.45667664972519e-06,0.000105296285714286,2.82746874821988e-06,,0.987589,0.417297338008204,0.9974434,2.42950846885125e-06,,,,
14360,,,,,,3.79420111011382e-06,0.000105266857142857,3.00151037452912e-06,,0.987445,0.416897773677299,0.9978162,2.34124123995419e-06,,,,
14370,,,,,,3.56360359592311e-06,0.000105237428571429,2.78133599495317e-06,,0.987301,0.417149255056588,0.998189,2.53008486035855e-06,,,,
14380,,,,,,3.42668948389838e-06,0.000105208,2.99377729363961e-06,,0.987382777777778,0.418102981958021,0.9985618,2.6154358931926e-06,,,,
14390,,,,,,3.1259873712912e-06,0.00010517,2.71329405980542e-06,,0.987464555555556,0.418183069368955,0.9989346,2.43840901502209e-06,,,,
14400,,,,,,3.52504098256025e-06,0.000105132,2.78037302127599e-06,,0.987546333333333,0.41835974314501,0.9992089,2.37048872614412e-06,,,,
14410,,,,,,3.82894343161771e-06,0.000105094,2.5662313342728e-06,,0.987628111111111,0.419096065970538,0.9993847,2.39583394064317e-06,,,,
14420,,,,,,3.75598357044617e-06,0.000105050285714286,3.02523476209315e-06,,0.987805333333333,0.418625454486075,0.9995605,2.40359381656139e-06,,,,
14430,,,,,,3.35150485831369e-06,0.000105000857142857,2.98661544692426e-06,,0.988078,0.41929248062793,0.9997363,2.44442338678681e-06,,,,
14440,,,,,,3.71242507919483e-06,0.000104951428571429,3.10046902124757e-06,,0.988350666666667,0.419866590783482,0.9999121,2.42486961730609e-06,,,,
14450,,,,,,3.46228192307601e-06,0.000104902,2.74964921812088e-06,,0.988623333333333,0.420084467888085,0.9993155,2.43735307206401e-06,,,,
14460,,,,,,3.36406060700921e-06,0.000104852571428571,2.66897268600563e-06,,0.988896,0.419524433219459,0.9979465,2.42712577214866e-06,,,,
14470,,,,,,3.71098297554376e-06,0.000104803142857143,2.56938987623001e-06,,0.989217777777778,0.420036783322971,0.9965775,2.29839571876575e-06,,,,
14480,,,,,,3.43798551942478e-06,0.000104753714285714,2.68200942157992e-06,,0.989539555555556,0.420146107990226,0.9952085,2.30042760838348e-06,,,,
14490,,,,,,3.41746020094574e-06,0.000104722,2.42158996658548e-06,,0.989861333333333,0.421137542882974,0.9938395,2.36988484785667e-06,,,,
14500,,,,,,2.96560765205149e-06,0.000104708,2.21167519847967e-06,,0.990183111111111,0.420228349254107,0.9920266,2.4059990727184e-06,,,,
14510,,,,,,3.10403531953375e-06,0.000104694,2.1614232181647e-06,,0.990341777777778,0.420362728312884,0.9897698,2.45874300451676e-06,,,,
